,tms_loading,date_loading,id_vendor,vendor,os,brand,model,price,original_price,ram,memory,sim,gps,a_gps,color,display_type,display_size,carrier,battery_capacity,height,width,length,weight
108,2020-08-07 08:16:34.782403,2020-08-07,1,MediaWorld,Android,MOTOROLA,G8,173.99,229.99,4 GB,64 GB,Dual SIM,Sì,Sì,Blue,LCD,"6,4",No,4000 mAh,"16,1","7,5","0,95 cm","0,188"
109,2020-08-07 08:17:03.610517,2020-08-07,1,MediaWorld,Android,HUAWEI,P30,439.00,649.00,6 GB,128 GB,Dual SIM,Sì,N.d,Black,Oled,"6,1",No,3650 mAh,"14,91","7,13","0,76 cm","0,165"
110,2020-08-07 08:17:26.385396,2020-08-07,1,MediaWorld,Android,MOTOROLA,MOTO E6 PLUS BLACK,123.99,169.99,4 GB,64 GB,Dual SIM,Sì,Sì,Grey,LCD,"6,1",No,3000 mAh,"15,56","7,31","0,86 cm","0,155"
111,2020-08-07 08:17:55.263347,2020-08-07,1,MediaWorld,Android,HUAWEI,mate 20 lite,349.00,349.00,4 GB,64 GB,Dual SIM,Sì,Sì,Black,LCD,"6,3",N.d,3750 mAh,"15,83","7,53","0,76 cm","0,172"
112,2020-08-07 08:18:19.293230,2020-08-07,1,MediaWorld,Android,LG,K20,79.99,99.99,1 GB,16 GB,Dual SIM,Sì,Sì,Black,TFT,"5,45",No,3000 mAh,"14,86","7,19","0,83 cm","0,153"
113,2020-08-07 08:18:49.504911,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone 11 256GB,1009.00,1009.00,,256 GB,Mono SIM,Sì,Sì,Yellow,Retina,"6,1",No,,"15,09","7,57","0,83 cm","0,194"
114,2020-08-07 08:19:13.984091,2020-08-07,1,MediaWorld,Android,XIAOMI,MI9 lite 128GB,270.00,299.99,6 GB,128 GB,Dual SIM,Sì,Sì,Grey,AMOLED,"6,39",Vodafone,4030 mAh,,, cm,N.D
115,2020-08-07 08:19:41.861841,2020-08-07,1,MediaWorld,Android,WIKO,VIEW 4 LITE,129.99,129.99,2 GB,32 GB,Dual SIM,Sì,Sì,Green,Standard,"6,52",No,4000 mAh,"16,7","7,68","0,845 cm","0,174"
116,2020-08-07 08:20:10.092273,2020-08-07,1,MediaWorld,Android,HUAWEI,P30,439.00,649.00,6 GB,128 GB,Dual SIM,Sì,N.d,Aurora,Oled,"6,1",No,3650 mAh,"14,91","7,13","0,76 cm","0,165"
117,2020-08-07 08:20:31.289897,2020-08-07,1,MediaWorld,,XIAOMI,,129.99,169.99,,,,,,,,,,,,,,
118,2020-08-07 08:20:50.781878,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy A30s,199.99,199.99,4 GB,64 GB,Dual SIM,Sì,Sì,Black,Super AMOLED,"6,4",N.d,4000 mAh,"15,85","7,47","0,78 cm","0,169"
119,2020-08-07 08:21:19.594826,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone 11 128GB,800.10,889.00,,128 GB,Mono SIM,Sì,Sì,White,Retina,"6,1",No,,"15,09","7,57","0,83 cm","0,194"
120,2020-08-07 08:21:45.460572,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy A71,349.00,459.00,6 GB,128 GB,Dual SIM,Sì,Sì,Black,Super AMOLED,"6,7",No,4500 mAh,"16,36","7,6","0,77 cm","0,179"
121,2020-08-07 08:22:14.992720,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone 11 Pro 256GB,1155.15,1359.00,,256 GB,Mono SIM,Sì,Sì,Grey,Oled,"5,8",No,,"14,4","7,14","0,81 cm","0,188"
122,2020-08-07 08:22:36.663770,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy A51,269.25,359.00,4 GB,128 GB,Dual SIM,Sì,Sì,White,Super AMOLED,"6,5",No,4000 mAh,"15,85","7,36","0,79 cm","0,172"
123,2020-08-07 08:23:04.218406,2020-08-07,1,MediaWorld,Android,XIAOMI,MI NOTE 10 LITE,279.30,399.00,6 GB,128 GB,Dual SIM,Sì,N.d,White,AMOLED,"6,47",Vodafone,5260 mAh,"15,78","7,42","0,967 cm","0,204"
124,2020-08-07 08:23:33.165321,2020-08-07,1,MediaWorld,Android,XIAOMI,Redmi Note 8 T Grey,160.99,189.00,4 GB,64 GB,Dual SIM,Sì,Sì,Moonshadow Grey,LCD,"6,3",No,4000 mAh,,, cm,N.D
125,2020-08-07 08:24:00.877905,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone 11 64GB,779.00,839.00,,64 GB,Mono SIM,Sì,Sì,Red,Retina,"6,1",No,,"15,09","7,57","0,83 cm","0,194"
126,2020-08-07 08:24:29.364766,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone SE 64GB,499.00,499.00,,64 GB,Mono SIM,Sì,Sì,Black,Retina,"4,7",No,,"6,73","13,84","0,73 cm","0,148"
127,2020-08-07 08:24:51.539890,2020-08-07,1,MediaWorld,Android,HUAWEI,P30 LITE,194.35,299.00,4 GB,128 GB,Dual SIM,Sì,Sì,Black,LCD,"6,15",N.d,3340 mAh,"15,29","7,27","0,74 cm","0,159"
128,2020-08-07 08:25:16.972863,2020-08-07,1,MediaWorld,Android,SAMSUNG,note 10 lite silvr,629.00,629.00,6 GB,128 GB,Dual SIM,Sì,N.d,Aura Glow,Super AMOLED,"6,7",No,4500 mAh,"16,37","7,61","8,7 cm","0,199"
129,2020-08-07 08:25:45.441972,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy Note10 Lite,479.00,629.00,6 GB,128 GB,Dual SIM,Sì,N.d,Aura Glow,Super AMOLED,"6,7",No,4500 mAh,"16,37","7,61","8,7 cm","0,199"
130,2020-08-07 08:26:11.892227,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone XS 256GB,1205.00,1205.00,4 GB,256 GB,Mono SIM,Sì,Sì,Silver/Black,Oled,"5,8",N.d,2658 mAh,"14,36","7,09","0,77 cm","0,177"
131,2020-08-07 08:26:35.841433,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone XR 64GB,628.15,739.00,3 GB,64 GB,Mono SIM,Sì,Sì,White,LCD,"6,1",N.d,2942 mAh,"15,09","7,57","0,83 cm","0,194"
132,2020-08-07 08:27:03.607697,2020-08-07,1,MediaWorld,Android,HUAWEI,P30 Lite New Edit Blue,279.99,289.99,6 GB,256 GB,Dual SIM,Sì,Sì,Blue,LCD,"6,15",No,3340 mAh,"15,29","7,27","0,74 cm","0,159"
133,2020-08-07 08:27:29.894743,2020-08-07,1,MediaWorld,,APPLE,,1049.00,1199.00,,,,,,,,,,,,,,
134,2020-08-07 08:27:51.706450,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone SE 64GB,499.00,499.00,,64 GB,Mono SIM,Sì,Sì,Red,Retina,"4,7",No,,"6,73","13,84","0,73 cm","0,148"
135,2020-08-07 08:28:20.013358,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy Note20 Ultra 5G,1279.00,1329.00,12 GB,256 GB,Mono SIM,Sì,Sì,Bronze,Dynamic AMOLED,"6,9",No,4500 mAh,"16,48","7,72","0,81 cm","0,208"
136,2020-08-07 08:28:47.392730,2020-08-07,1,MediaWorld,Android,SAMSUNG,NOTE 10 LITE,479.00,629.00,6 GB,128 GB,Dual SIM,Sì,N.d,White,Super AMOLED,"6,7",TIM,4500 mAh,"16,37","7,61","8,7 cm","0,199"
137,2020-08-07 08:29:12.253248,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone SE 64GB,499.00,499.00,,64 GB,Mono SIM,Sì,Sì,White,Retina,"4,7",No,,"6,73","13,84","0,73 cm","0,148"
138,2020-08-07 08:29:34.304808,2020-08-07,1,MediaWorld,Android,XIAOMI,Redmi Note 9 Pro 6+128,253.99,299.00,6 GB,128 GB,Dual SIM,Sì,Sì,Grey,N.d,"6,67",No,5020 mAh,"16,57","7,66","0,88 cm","0,209"
139,2020-08-07 08:30:00.803882,2020-08-07,1,MediaWorld,Android,SAMSUNG,GALAXY S10 LITE 128GB,449.00,679.00,8 GB,128 GB,Dual SIM,Sì,N.d,White,Super AMOLED,"6,7",TIM,4500 mAh,"16,25","7,56","8,1 cm","0,186"
140,2020-08-07 08:30:26.746151,2020-08-07,1,MediaWorld,Android,HUAWEI,P40 Lite Black,242.10,269.00,6 GB,128 GB,Dual SIM,Sì,Sì,Black,LCD,"6,4",No,4200 mAh,"15,92","7,63","0,87 cm","0,183"
141,2020-08-07 08:31:10.065138,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy S20+ 4G,779.00,999.00,8 GB,128 GB,Mono SIM,Sì,Sì,Black,Dynamic AMOLED,"6,7",No,4500 mAh,"16,19","7,37","0,78 cm","0,186"
142,2020-08-07 08:31:38.637577,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy Note 10,659.00,999.00,8 GB,256 GB,Dual SIM,Sì,Sì,Aura Black,Dynamic AMOLED,"6,3",No,3500 mAh,"15,1","7,18","0,79 cm","0,168"
143,2020-08-07 08:32:00.866218,2020-08-07,1,MediaWorld,Android,HUAWEI,Y5p Blue,99.99,109.99,2 GB,32 GB,Dual SIM,Sì,Sì,Blue,LCD,"5,45",No,3020 mAh,"14,65","7,94","0,835 cm","0,144"
144,2020-08-07 08:32:25.212006,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy A21s,179.99,209.99,3 GB,32 GB,Dual SIM,Sì,Sì,Black,TFT,"6,5",No,5000 mAh,"16,37","7,53","0,89 cm","0,192"
145,2020-08-07 08:32:56.027129,2020-08-07,1,MediaWorld,Android,XIAOMI,Redmi Note 9 4+128 Green,194.65,229.00,4 GB,128 GB,Dual SIM,Sì,Sì,Green,N.d,"6,53",No,5020 mAh,"16,23","7,72","0,89 cm","0,199"
146,2020-08-07 08:33:25.136573,2020-08-07,1,MediaWorld,Android,MOTOROLA,G Pro,249.99,349.00,4 GB,128 GB,Dual SIM,Sì,Sì,Blue,LCD,"6,4",No,4000 mAh,"15,5","7,58","0,92 cm","0,192"
147,2020-08-07 08:33:58.524798,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy Note10 Lite,479.00,629.00,6 GB,128 GB,Dual SIM,Sì,N.d,Aura Black,Super AMOLED,"6,7",No,4500 mAh,"16,37","7,61","8,7 cm","0,199"
148,2020-08-07 08:34:23.486148,2020-08-07,1,MediaWorld,Android,HUAWEI,Y5p Black,94.99,109.99,2 GB,32 GB,Dual SIM,Sì,Sì,Black,LCD,"5,45",No,3020 mAh,"14,65","7,94","0,835 cm","0,144"
149,2020-08-07 08:34:45.616892,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy S20 Ultra 5G,1299.00,1379.00,12 GB,128 GB,Mono SIM,Sì,Sì,Black,Dynamic AMOLED,"6,9",No,5000 mAh,"166,9","7,6","0,88 cm","0,22"
150,2020-08-07 08:35:11.505228,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy Note 10,659.00,999.00,8 GB,256 GB,Dual SIM,Sì,Sì,Aura Glow,Dynamic AMOLED,"6,3",No,3500 mAh,"15,1","7,18","0,79 cm","0,168"
151,2020-08-07 08:35:41.258925,2020-08-07,1,MediaWorld,Android,OPPO,Reno 2Z,265.99,349.00,8 GB,128 GB,Dual SIM,Sì,Sì,White,AMOLED,"6,5",No,4000 mAh,"16,18","7,58","0,87 cm","0,195"
152,2020-08-07 08:36:06.917424,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone XR 64GB,628.15,739.00,3 GB,64 GB,Mono SIM,Sì,Sì,Blue,LCD,"6,1",N.d,2942 mAh,"15,09","7,57","0,83 cm","0,194"
153,2020-08-07 08:36:29.779751,2020-08-07,1,MediaWorld,Android,HUAWEI,P40 Lite Green,242.10,269.00,6 GB,128 GB,Dual SIM,Sì,Sì,Green,LCD,"6,4",No,4200 mAh,"15,92","7,63","0,87 cm","0,183"
154,2020-08-07 08:36:56.847365,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone 11 Pro Max 256GB,1306.00,1459.00,,256 GB,Dual SIM,Sì,Sì,Gold,Oled,"6,5",No,,"15,8","7,78","0,81 cm","0,226"
155,2020-08-07 08:37:18.805275,2020-08-07,1,MediaWorld,Android,XIAOMI,Redmi Note 9 4+128 White,194.65,229.00,4 GB,128 GB,Dual SIM,Sì,Sì,White,N.d,"6,53",No,5020 mAh,"16,23","7,72","0,89 cm","0,199"
156,2020-08-07 08:37:40.382212,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone XR 128GB,719.00,789.00,3 GB,128 GB,Mono SIM,Sì,Sì,Black,LCD,"6,1",N.d,2942 mAh,"15,09","7,57","0,83 cm","0,194"
157,2020-08-07 08:38:07.545356,2020-08-07,1,MediaWorld,Android,HUAWEI,Y6 2019,104.99,129.99,2 GB,32 GB,Dual SIM,Sì,Sì,Blue,LCD,"6,09",N.d,3020 mAh,"15,62","7,35","0,8 cm","0,15"
158,2020-08-07 08:38:29.844713,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy A41,239.99,299.99,4 GB,64 GB,Dual SIM,Sì,Sì,White,Super AMOLED,"6,1",No,3500 mAh,"14,99","6,98","0,79 cm","0,152"
159,2020-08-07 08:38:52.546846,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy S20+ 4G,779.00,999.00,8 GB,128 GB,Mono SIM,Sì,Sì,Blue,Dynamic AMOLED,"6,7",No,4500 mAh,"16,19","7,37","0,78 cm","0,186"
160,2020-08-07 08:39:20.206317,2020-08-07,1,MediaWorld,Android,HUAWEI,p smart 2019,149.25,199.00,3 GB,64 GB,Dual SIM,Sì,Sì,Blue,LCD,"6,21",N.d,3400 mAh,"15,52","7,34","0,79 cm","0,16"
161,2020-08-07 08:39:46.133451,2020-08-07,1,MediaWorld,Android,OPPO,A9 2020,179.99,229.00,4 GB,128 GB,Dual SIM,Sì,Sì,Green,LCD,"6,5",No,5000 mAh,"16,36","7,56","0,91 cm","0,195"
162,2020-08-07 08:40:15.257483,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy S10+,679.00,879.00,8 GB,128 GB,Dual SIM,Sì,Sì,Ceramic White,Dynamic AMOLED,"6,4",No,4100 mAh,"15,76","7,41","0,78 cm","0,175"
163,2020-08-07 08:40:43.363285,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy S10 Lite,469.00,679.00,8 GB,128 GB,Dual SIM,Sì,N.d,Black,Super AMOLED,"6,7",No,4500 mAh,"16,25","7,56","8,1 cm","0,186"
164,2020-08-07 08:41:06.134103,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy S20+ 5G,1044.00,1129.00,12 GB,128 GB,Mono SIM,Sì,Sì,Black,Dynamic AMOLED,"6,7",No,4500 mAh,"16,19","7,37","0,78 cm","0,186"
165,2020-08-07 08:41:29.344672,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy Note20 Ultra 5G,1279.00,1329.00,12 GB,256 GB,Mono SIM,Sì,Sì,Black,Dynamic AMOLED,"6,9",No,4500 mAh,"16,48","7,72","0,81 cm","0,208"
166,2020-08-07 08:41:55.801431,2020-08-07,1,MediaWorld,Android,MOTOROLA,Moto G8 power,201.99,249.99,4 GB,64 GB,Dual SIM,Sì,Sì,Black,LCD,"6,4",No,5000 mAh,"15,5","7,5","0,96 cm","0,197"
167,2020-08-07 08:42:17.912794,2020-08-07,1,MediaWorld,Android,HUAWEI,P30 LITE,194.35,299.00,4 GB,128 GB,Dual SIM,Sì,Sì,Black,LCD,"6,15",N.d,3340 mAh,"15,29","7,27","0,74 cm","0,159"
168,2020-08-07 08:42:46.932643,2020-08-07,1,MediaWorld,Android,XIAOMI,Redmi Note 9 4+128 Grey,194.65,229.00,4 GB,128 GB,Dual SIM,Sì,Sì,Grey,N.d,"6,53",No,5020 mAh,"16,23","7,72","0,89 cm","0,199"
169,2020-08-07 08:43:09.507801,2020-08-07,1,MediaWorld,,APPLE,,1095.65,1289.00,,,,,,,,,,,,,,
170,2020-08-07 08:43:24.118969,2020-08-07,1,MediaWorld,Android,HUAWEI,P40 Lite 5G Black,329.00,399.00,6 GB,128 GB,Dual SIM,Sì,Sì,Black,N.d,"6,5",No,4000 mAh,"16,23","7,5","0,858 cm","0,189"
171,2020-08-07 08:43:51.513444,2020-08-07,1,MediaWorld,Android,XIAOMI,XIAOMI REDMI 8 OC,129.99,169.99,4 GB,64 GB,Dual SIM,Sì,No,Sapphire Blue,LCD,"6,2",WindTre,5000 mAh,"15,65","7,54","0,94 cm","0,191"
172,2020-08-07 08:44:18.496705,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy S20+ 4G,779.00,999.00,8 GB,128 GB,Mono SIM,Sì,Sì,Grey,Dynamic AMOLED,"6,7",No,4500 mAh,"16,19","7,37","0,78 cm","0,186"
173,2020-08-07 08:44:47.620903,2020-08-07,1,MediaWorld,Android,XIAOMI,Mi Note 10,399.00,599.00,6 GB,128 GB,Dual SIM,Sì,Sì,Green,AMOLED,"6,47",No,5260 mAh,"15,78","7,42","0,96 cm","0,208"
174,2020-08-07 08:45:09.828866,2020-08-07,1,MediaWorld,Android,XIAOMI,Redmi Note 8 Pro 6+128,227.99,299.00,6 GB,128 GB,Dual SIM,Sì,N.d,Green,LCD,"6,53",No,4500 mAh,"16,13","7,64","0,87 cm",N.D
175,2020-08-07 08:45:31.949301,2020-08-07,1,MediaWorld,Android,XIAOMI,Redmi Note 8 T White,169.99,189.00,4 GB,64 GB,Dual SIM,Sì,Sì,Moonlight White,LCD,"6,3",No,4000 mAh,,, cm,N.D
176,2020-08-07 08:45:55.587773,2020-08-07,1,MediaWorld,Android,XIAOMI,REDMI 9 GREY NO ETIC,169.99,169.99,4 GB,64 GB,Dual SIM,Sì,No,Grey,LCD,"6,53",WindTre,5020 mAh,"16,3","7,7","0,91 cm","0,198"
177,2020-08-07 08:46:19.733591,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone SE 256GB,669.00,669.00,,256 GB,Mono SIM,Sì,Sì,Black,Retina,"4,7",No,,"6,73","13,84","0,73 cm","0,148"
178,2020-08-07 08:46:47.432403,2020-08-07,1,MediaWorld,Android,OPPO,A52,169.99,199.99,4 GB,64 GB,Dual SIM,Sì,Sì,Black,LCD,"6,5",N.d,5000 mAh,"16,2","7,55","0,89 cm","0,192"
179,2020-08-07 08:47:13.783251,2020-08-07,1,MediaWorld,Android,XIAOMI,Mi Note 10,550.00,599.00,6 GB,128 GB,Dual SIM,Sì,Sì,White,AMOLED,"6,47",No,5260 mAh,"15,78","7,42","0,96 cm","0,208"
180,2020-08-07 08:47:42.363598,2020-08-07,1,MediaWorld,Android,HUAWEI,P40 Pro Black,1049.00,1049.90,8 GB,256 GB,Dual SIM,Sì,Sì,Black,Oled,"6,58",No,4200 mAh,"15,82","7,26","0,89 cm","0,209"
181,2020-08-07 08:48:05.500130,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy A20s,149.99,179.99,3 GB,32 GB,Dual SIM,Sì,N.d,Black,TFT,"6,5",No,4000 mAh,"16,33","7,75","0,8 cm","0,183"
182,2020-08-07 08:48:27.336313,2020-08-07,1,MediaWorld,Android,XIAOMI,REDMI 9 PURPLE NO ETIC,169.99,169.99,4 GB,64 GB,Dual SIM,Sì,No,Purple,LCD,"6,53",WindTre,5020 mAh,"16,3","7,7","0,91 cm","0,198"
183,2020-08-07 08:48:50.293456,2020-08-07,1,MediaWorld,Android,HUAWEI,Y6s,132.99,149.99,3 GB,32 GB,Dual SIM,Sì,Sì,Black,LCD,"6,09",No,3020 mAh,"15,62","7,35","0,8 cm","0,15"
184,2020-08-07 08:49:19.126589,2020-08-07,1,MediaWorld,Android,SAMSUNG,Samsung Galaxy A51 black,269.25,359.00,4 GB,128 GB,Dual SIM,Sì,Sì,Black,Super AMOLED,"6,5",H3G,4000 mAh,"15,85","7,36","0,79 cm","0,172"
185,2020-08-07 08:49:47.795876,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy S10+,679.00,879.00,8 GB,128 GB,Dual SIM,Sì,Sì,Ceramic Black,Dynamic AMOLED,"6,4",No,4100 mAh,"15,76","7,41","0,78 cm","0,175"
186,2020-08-07 08:50:14.953829,2020-08-07,1,MediaWorld,Android,MOTOROLA,E6 Play,91.99,119.00,2 GB,32 GB,Dual SIM,Sì,Sì,Black,LCD,"5,45",No,3000 mAh,"14,65","7,09","0,83 cm","0,145"
187,2020-08-07 08:50:42.611842,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy S10 Lite,457.00,679.00,8 GB,128 GB,Dual SIM,Sì,N.d,White,Super AMOLED,"6,7",No,4500 mAh,"16,25","7,56","8,1 cm","0,186"
188,2020-08-07 08:51:12.016121,2020-08-07,1,MediaWorld,Android,OPPO,A52,169.99,199.99,4 GB,64 GB,Dual SIM,Sì,Sì,White,LCD,"6,5",N.d,5000 mAh,"16,2","7,55","0,89 cm","0,192"
189,2020-08-07 08:51:40.349310,2020-08-07,1,MediaWorld,Android,SAMSUNG,GALAXY Z FLIP,1299.00,1499.00,8 GB,256 GB,Mono SIM,Sì,Sì,Purple,Dynamic AMOLED,"6,7",No,3300 mAh,"16,73","7,36","0,69 cm","0,183"
190,2020-08-07 08:52:07.349521,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy A31,241.99,299.99,4 GB,64 GB,Dual SIM,Sì,N.d,Black,Super AMOLED,"6,4",No,5000 mAh,"15,93","7,31","0,86 cm","0,185"
191,2020-08-07 08:52:36.466101,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy Note20 5G,1079.00,1079.00,8 GB,256 GB,Mono SIM,Sì,Sì,Green,Super AMOLED,"6,7",No,4300 mAh,"16,16","7,52","0,83 cm","0,192"
192,2020-08-07 08:53:04.406463,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy Note20,929.00,979.00,8 GB,256 GB,Mono SIM,Sì,Sì,Bronze,Super AMOLED,"6,7",No,4300 mAh,"16,16","7,52","0,83 cm","0,192"
193,2020-08-07 08:53:31.817391,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy Note20,929.00,979.00,8 GB,256 GB,Mono SIM,Sì,Sì,Grey,Super AMOLED,"6,7",No,4300 mAh,"16,16","7,52","0,83 cm","0,192"
194,2020-08-07 08:53:54.330189,2020-08-07,1,MediaWorld,Android,OPPO,Find X2 Lite,422.00,499.00,8 GB,128 GB,Mono SIM,Sì,Sì,Black,AMOLED,"6,4",No,4025 mAh,"16,03","7,43","0,796 cm","0,18"
195,2020-08-07 08:54:15.867747,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy S10,579.00,779.00,8 GB,128 GB,Dual SIM,Sì,Sì,Green,Dynamic AMOLED,"6,1",No,3400 mAh,"14,99","7,04","0,78 cm","0,157"
196,2020-08-07 08:54:38.977434,2020-08-07,1,MediaWorld,Android,WIKO,Y50,55.99,69.99,1 GB,16 GB,Dual SIM,Sì,Sì,Blue,N.d,5,No,2200 mAh,"14,6","7,35","0,87 cm","0,16"
197,2020-08-07 08:55:00.069573,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone 11 Pro Max 512GB,1689.00,1689.00,,512 GB,Mono SIM,Sì,Sì,Gold,Oled,"6,5",No,,"15,8","7,78","0,81 cm","0,226"
198,2020-08-07 08:55:22.065185,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy S10,579.00,779.00,8 GB,128 GB,Dual SIM,Sì,Sì,White,Dynamic AMOLED,"6,1",No,3400 mAh,"14,99","7,04","0,78 cm","0,157"
199,2020-08-07 08:55:49.743303,2020-08-07,1,MediaWorld,Android,HUAWEI,Y6p Green,135.15,159.00,3 GB,64 GB,Dual SIM,Sì,Sì,Green,LCD,"6,3",No,5000 mAh,"15,9","7,46","0,9 cm","0,185"
200,2020-08-07 08:56:15.074533,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone XR 64GB,628.15,739.00,3 GB,64 GB,Mono SIM,Sì,Sì,Black,LCD,"6,1",N.d,2942 mAh,"15,09","7,57","0,83 cm","0,194"
201,2020-08-07 08:56:41.064060,2020-08-07,1,MediaWorld,Android,HUAWEI,P30 Pro,573.00,799.00,8 GB,128 GB,Dual SIM,Sì,N.d,Black,Oled,"6,47",No,4200 mAh,"15,8","7,34","0,84 cm","0,192"
202,2020-08-07 08:57:09.450986,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy A31,241.99,299.99,4 GB,64 GB,Dual SIM,Sì,N.d,Blue,Super AMOLED,"6,4",No,5000 mAh,"15,93","7,31","0,86 cm","0,185"
203,2020-08-07 08:57:35.361520,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone 11 256GB,1009.00,1009.00,,256 GB,Mono SIM,Sì,Sì,Red,Retina,"6,1",No,,"15,09","7,57","0,83 cm","0,194"
204,2020-08-07 08:57:58.934990,2020-08-07,1,MediaWorld,Android,HUAWEI,P Smart S Crystal,199.99,259.99,4 GB,128 GB,Dual SIM,Sì,Sì,Breathing Crystal,Oled,"6,3",No,4000 mAh,"15,74","7,32","0,775 cm","0,163"
205,2020-08-07 08:58:23.177662,2020-08-07,1,MediaWorld,Android,HUAWEI,Y6p Black,135.15,159.00,3 GB,64 GB,Dual SIM,Sì,Sì,Black,LCD,"6,3",No,5000 mAh,"15,9","7,46","0,9 cm","0,185"
206,2020-08-07 08:58:43.952828,2020-08-07,1,MediaWorld,Android,SAMSUNG,GALAXY A30S WHITE 128 GB,179.00,189.99,4 GB,128 GB,Dual SIM,Sì,Sì,White,Super AMOLED,"6,4",No,4000 mAh,"15,85","7,47","0,78 cm","0,169"
207,2020-08-07 08:59:10.540162,2020-08-07,1,MediaWorld,Android,OPPO,A72,231.99,279.00,4 GB,128 GB,Dual SIM,Sì,Sì,Purple,LCD,"6,5",No,5000 mAh,"16,2","7,55","0,89 cm","0,192"
208,2020-08-07 08:59:35.801184,2020-08-07,1,MediaWorld,,SAMSUNG,,139.99,139.99,,,,,,,,,,,,,,
209,2020-08-07 08:59:54.376397,2020-08-07,1,MediaWorld,Android,OPPO,RENO Z,199.99,319.00,4 GB,128 GB,Dual SIM,Sì,Sì,Aurora,AMOLED,"6,4",No,4035 mAh,"15,73","7,49","0,91 cm","0,186"
210,2020-08-07 09:00:17.594683,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone SE 256GB,669.00,669.00,,256 GB,Mono SIM,Sì,Sì,White,Retina,"4,7",No,,"6,73","13,84","0,73 cm","0,148"
211,2020-08-07 09:00:41.203759,2020-08-07,1,MediaWorld,Android,HUAWEI,P40 Pro+ 5G Black,1399.00,1399.00,8 GB,512 GB,Dual SIM,Sì,Sì,Black,Oled,"6,58",No,4200 mAh,"15,82","7,26","0,9 cm","0,226"
212,2020-08-07 09:01:04.848235,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone XR 64GB,628.15,739.00,3 GB,64 GB,Mono SIM,Sì,Sì,Red,LCD,"6,1",N.d,2942 mAh,"15,09","7,57","0,83 cm","0,194"
213,2020-08-07 09:01:33.853550,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone 11 Pro Max 512GB,1460.00,1689.00,,512 GB,Mono SIM,Sì,Sì,Green,Oled,"6,5",No,,"15,8","7,78","0,81 cm","0,226"
214,2020-08-07 09:01:58.304865,2020-08-07,1,MediaWorld,Android,HUAWEI,P30 Pro,569.00,799.00,8 GB,128 GB,Dual SIM,Sì,N.d,Mystic Blue,Oled,"6,47",N.d,4200 mAh,"15,8","7,34","0,84 cm","0,192"
215,2020-08-07 09:02:26.855355,2020-08-07,1,MediaWorld,Android,OPPO,Reno 2,349.00,449.00,8 GB,256 GB,Dual SIM,Sì,Sì,Blue,AMOLED,"6,5",No,4000 mAh,16,"7,43","0,95 cm","0,189"
