,tms_loading,date_loading,id_vendor,vendor,os,brand,model,price,original_price,ram,memory,sim,gps,a_gps,color,display_type,display_size,carrier,battery_capacity,height,width,length,weight
30,2020-08-07 07:43:42.451487,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy S20 Ultra 5G,1299.00,1379.00,12 GB,128 GB,Mono SIM,Sì,Sì,White,Dynamic AMOLED,"6,9",No,5000 mAh,"166,9","7,6","0,88 cm","0,22"
31,2020-08-07 07:44:09.797748,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone SE 128GB,549.00,549.00,,128 GB,Mono SIM,Sì,Sì,Red,Retina,"4,7",No,,"6,73","13,84","0,73 cm","0,148"
32,2020-08-07 07:44:30.469867,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone SE 128GB,549.00,549.00,,128 GB,Mono SIM,Sì,Sì,White,Retina,"4,7",No,,"6,73","13,84","0,73 cm","0,148"
33,2020-08-07 07:44:53.974190,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy A20e,139.99,179.99,3 GB,32 GB,Dual SIM,Sì,Sì,Coral,TFT,"5,8",N.d,3000 mAh,"14,74","6,97","0,84 cm","0,14"
34,2020-08-07 07:45:32.663777,2020-08-07,1,MediaWorld,Android,XIAOMI,Redmi Note 9 Pro 6+128,249.99,299.00,6 GB,128 GB,Dual SIM,Sì,Sì,Green,N.d,"6,67",No,5020 mAh,"16,57","7,66","0,88 cm","0,209"
35,2020-08-07 07:46:00.737041,2020-08-07,1,MediaWorld,Android,XIAOMI,Redmi Note 8 Pro 6+128,227.99,299.00,6 GB,128 GB,Dual SIM,Sì,N.d,Blue,N.d,"6,53",No,4500 mAh,"16,13","7,64","0,87 cm",N.D
36,2020-08-07 07:46:23.604104,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy A41,239.99,299.99,4 GB,64 GB,Dual SIM,Sì,Sì,Black,Super AMOLED,"6,1",No,3500 mAh,"14,99","6,98","0,79 cm","0,152"
37,2020-08-07 07:46:50.336472,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy A10,129.99,139.99,2 GB,32 GB,Dual SIM,N.d,N.d,Blue,TFT,"6,2",N.d,3400 mAh,"15,56","7,56","0,81 cm","0,168"
38,2020-08-07 07:47:12.278074,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone 11 128GB,800.10,889.00,,128 GB,Mono SIM,Sì,Sì,Red,Retina,"6,1",No,,"15,09","7,57","0,83 cm","0,194"
39,2020-08-07 07:47:36.902677,2020-08-07,1,MediaWorld,Android,HUAWEI,P SMART Z,155.40,259.00,4 GB,64 GB,Dual SIM,Sì,Sì,Black,LCD,"6,59",No,4000 mAh,"16,34","7,72","0,88 cm","0,197"
40,2020-08-07 07:48:01.460547,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy A21s,179.99,209.99,3 GB,32 GB,Dual SIM,Sì,Sì,White,TFT,"6,5",No,5000 mAh,"16,37","7,53","0,89 cm","0,192"
41,2020-08-07 07:48:31.225682,2020-08-07,1,MediaWorld,Android,XIAOMI,Redmi Note 9 Pro 6+128,299.99,299.99,6 GB,128 GB,Dual SIM,Sì,Sì,White,N.d,"6,67",No,5020 mAh,"16,57","7,66","0,88 cm","0,209"
42,2020-08-07 07:48:59.326487,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone 11 Pro 256GB,1155.15,1359.00,,256 GB,Dual SIM,Sì,Sì,Gold,Oled,"5,8",No,,"14,4","7,14","0,81 cm","0,188"
43,2020-08-07 07:49:23.997431,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone 11 128GB,800.10,889.00,,128 GB,Mono SIM,Sì,Sì,Purple,Retina,"6,1",No,,"15,09","7,57","0,83 cm","0,194"
44,2020-08-07 07:49:52.403884,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone 11 Pro Max 64GB,1095.65,1289.00,,64 GB,Dual SIM,Sì,Sì,Gold,Oled,"6,5",No,,"15,8","7,78","0,81 cm","0,226"
45,2020-08-07 07:50:16.086595,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone 11 64GB,779.00,839.00,,64 GB,Mono SIM,Sì,Sì,Yellow,Retina,"6,1",No,,"15,09","7,57","0,83 cm","0,194"
46,2020-08-07 07:50:41.672058,2020-08-07,1,MediaWorld,Android,HUAWEI,P SMART Z,155.40,259.00,4 GB,64 GB,Dual SIM,Sì,Sì,Blue,LCD,"6,59",No,4000 mAh,"16,34","7,72","0,88 cm","0,197"
47,2020-08-07 07:51:08.732769,2020-08-07,1,MediaWorld,Android,MOTOROLA,E6s,90.30,129.00,2 GB,32 GB,Dual SIM,Sì,Sì,Blue,LCD,"6,1",No,3000 mAh,"15,5","7,3","0,85 cm","0,16"
48,2020-08-07 07:51:30.176457,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy S20 5G,909.00,1029.00,12 GB,128 GB,Mono SIM,Sì,Sì,Grey,Dynamic AMOLED,"6,2",No,4000 mAh,"15,17","6,91","0,79 cm","0,163"
49,2020-08-07 07:51:54.098705,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy Note 10+,1129.00,1129.00,12 GB,256 GB,Dual SIM,N.d,Sì,Aura Black,Dynamic AMOLED,"6,8",No,4300 mAh,"16,23","7,72","0,79 cm","0,196"
50,2020-08-07 07:52:20.065556,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy A21s,179.99,209.99,3 GB,32 GB,Dual SIM,Sì,Sì,Blue,TFT,"6,5",No,5000 mAh,"16,37","7,53","0,89 cm","0,192"
51,2020-08-07 07:52:44.627513,2020-08-07,1,MediaWorld,Android,WIKO,Y50,57.99,69.99,1 GB,16 GB,Dual SIM,Sì,Sì,Grey,N.d,5,No,2200 mAh,"14,6","7,35","0,87 cm","0,16"
52,2020-08-07 07:53:12.514838,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy A41,239.99,299.99,4 GB,64 GB,Dual SIM,Sì,Sì,Blue,Super AMOLED,"6,1",No,3500 mAh,"14,99","6,98","0,79 cm","0,152"
53,2020-08-07 07:53:37.851644,2020-08-07,1,MediaWorld,Android,OPPO,Reno 2 Z,240.99,349.00,8 GB,128 GB,Dual SIM,Sì,Sì,Black,AMOLED,"6,5",No,4000 mAh,"16,18","7,58","0,87 cm","0,195"
54,2020-08-07 07:53:59.992876,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone 11 128GB,800.10,889.00,,128 GB,Mono SIM,Sì,Sì,Yellow,Retina,"6,1",No,,"15,09","7,57","0,83 cm","0,194"
55,2020-08-07 07:54:22.278885,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone XR 64GB,628.15,739.00,3 GB,64 GB,Mono SIM,Sì,Sì,Yellow,LCD,"6,1",N.d,2942 mAh,"15,09","7,57","0,83 cm","0,194"
56,2020-08-07 07:54:48.167808,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone 11 Pro Max 64GB,1095.65,1289.00,,64 GB,Dual SIM,Sì,Sì,Green,Oled,"6,5",No,,"15,8","7,78","0,81 cm","0,226"
57,2020-08-07 07:55:09.225524,2020-08-07,1,MediaWorld,Android,HUAWEI,Y6 2019,129.99,129.99,2 GB,32 GB,Dual SIM,Sì,Sì,Black,LCD,"6,09",N.d,3020 mAh,"15,62","7,35","0,8 cm","0,15"
58,2020-08-07 07:55:33.662010,2020-08-07,1,MediaWorld,Android,HUAWEI,p smart 2019,149.25,199.00,3 GB,64 GB,Dual SIM,Sì,Sì,Black,LCD,"6,21",N.d,3400 mAh,"15,52","7,34","0,79 cm","0,16"
59,2020-08-07 07:56:01.176236,2020-08-07,1,MediaWorld,,APPLE,,1095.65,1289.00,,,,,,,,,,,,,,
60,2020-08-07 07:56:20.233496,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone XR 128GB,719.00,789.00,3 GB,128 GB,Mono SIM,Sì,Sì,White,LCD,"6,1",N.d,2942 mAh,"15,09","7,57","0,83 cm","0,194"
61,2020-08-07 07:56:44.915668,2020-08-07,1,MediaWorld,Android,WIKO,Y80,84.99,99.99,2 GB,16 GB,Dual SIM,Sì,Sì,Blue,Standard,"5,99",No,4000 mAh,16,"7,65","0,855 cm","0,185"
62,2020-08-07 07:57:12.026901,2020-08-07,1,MediaWorld,Android,OPPO,A9 2020,179.99,229.00,4 GB,128 GB,Dual SIM,Sì,Sì,Purple,LCD,"6,5",No,5000 mAh,"16,36","7,56","0,91 cm","0,195"
63,2020-08-07 07:57:36.491844,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy A10,129.99,139.99,2 GB,32 GB,Dual SIM,N.d,N.d,Red,TFT,"6,2",N.d,3400 mAh,"15,56","7,56","0,81 cm","0,168"
64,2020-08-07 07:58:06.696782,2020-08-07,1,MediaWorld,Android,OPPO,A5 2020,139.30,199.00,3 GB,64 GB,Dual SIM,Sì,Sì,Black,LCD,"6,5",No,5000 mAh,"16,36","7,56","0,91 cm","0,195"
65,2020-08-07 07:58:35.770896,2020-08-07,1,MediaWorld,Android,MOTOROLA,edge,529.00,699.00,6 GB,128 GB,Dual SIM,Sì,Sì,Black,Oled,"6,7",No,4500 mAh,"16,1","7,11","0,93 cm","0,188"
66,2020-08-07 07:59:00.369280,2020-08-07,1,MediaWorld,Android,SAMSUNG,GALAXY Z FLIP,1299.00,1499.00,8 GB,256 GB,Mono SIM,Sì,Sì,Black,Dynamic AMOLED,"6,7",No,3300 mAh,"16,73","7,36","0,69 cm","0,183"
67,2020-08-07 07:59:30.781682,2020-08-07,1,MediaWorld,Android,HUAWEI,P40 Lite 5G Green,329.00,399.00,6 GB,128 GB,Dual SIM,Sì,Sì,Green,N.d,"6,5",No,4000 mAh,"16,23","7,5","0,858 cm","0,189"
68,2020-08-07 07:59:54.218895,2020-08-07,1,MediaWorld,,APPLE,,1189.00,1199.00,,,,,,,,,,,,,,
69,2020-08-07 08:00:07.523314,2020-08-07,1,MediaWorld,Android,HUAWEI,P40 Lite Pink,242.10,269.00,6 GB,128 GB,Dual SIM,Sì,Sì,Pink,LCD,"6,4",No,4200 mAh,"15,92","7,63","0,87 cm","0,183"
70,2020-08-07 08:00:36.079885,2020-08-07,1,MediaWorld,Android,HONOR,8A,149.99,149.99,2 GB,32 GB,Dual SIM,Sì,N.d,Gold,LCD,"6,4",TIM,3020 mAh,"15,6","7,3","0,8 cm",N.D
71,2020-08-07 08:01:04.720396,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy Note 10+,1129.00,1129.00,12 GB,256 GB,Dual SIM,N.d,Sì,Aura Glow,Dynamic AMOLED,"6,8",No,4300 mAh,"16,23","7,72","0,79 cm","0,196"
72,2020-08-07 08:01:35.727139,2020-08-07,1,MediaWorld,Android,MOTOROLA,G8 power lite,171.99,189.99,4 GB,64 GB,Dual SIM,Sì,Sì,Blue,LCD,"6,5",No,5000 mAh,"16,49","7,57","0,92 cm","0,2"
73,2020-08-07 08:01:58.759917,2020-08-07,1,MediaWorld,Android,MOTOROLA,razr,1599.00,1599.00,6 GB,128 GB,Mono SIM,Sì,Sì,Black,POLED,"6,2",No,2510 mAh,"17,2","7,2","0,69 cm","0,205"
74,2020-08-07 08:02:25.510726,2020-08-07,1,MediaWorld,Android,OPPO,A91,269.99,329.00,8 GB,128 GB,Dual SIM,Sì,Sì,Blue,AMOLED,"6,4",No,4025 mAh,"16,02","7,33","0,79 cm","0,172"
75,2020-08-07 08:02:51.599065,2020-08-07,1,MediaWorld,Android,OPPO,Find X2 Neo,662.00,699.00,12 GB,256 GB,Mono SIM,Sì,Sì,Blue,AMOLED,"6,5",No,4025 mAh,"15,94","7,24","0,7 cm","0,171"
76,2020-08-07 08:03:13.088378,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone 11 256GB,1009.00,1009.00,,256 GB,Mono SIM,Sì,Sì,Black,Retina,"6,1",No,,"15,09","7,57","0,83 cm","0,194"
77,2020-08-07 08:03:34.771569,2020-08-07,1,MediaWorld,Android,WIKO,VIEW 4,123.99,159.99,3 GB,64 GB,Dual SIM,Sì,Sì,Blue,Standard,"6,52",No,5000 mAh,"16,57","7,58","0,885 cm","0,18"
78,2020-08-07 08:03:58.843992,2020-08-07,1,MediaWorld,Android,HUAWEI,Y6s,122.99,149.99,3 GB,32 GB,Dual SIM,Sì,Sì,Blue,LCD,"6,09",No,3020 mAh,"15,62","7,35","0,8 cm","0,15"
79,2020-08-07 08:04:20.855321,2020-08-07,1,MediaWorld,Android,LG,K50S,149.99,199.99,3 GB,32 GB,Dual SIM,Sì,Sì,Black,LCD,"6,5",No,4000 mAh,"16,58","7,75","0,82 cm","0,194"
80,2020-08-07 08:04:46.330220,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone XR 128GB,719.00,789.00,3 GB,128 GB,Mono SIM,Sì,Sì,Red,LCD,"6,1",N.d,2942 mAh,"15,09","7,57","0,83 cm","0,194"
81,2020-08-07 08:05:13.291467,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone 11 Pro 512GB,1432.00,1589.00,,512 GB,Dual SIM,Sì,Sì,Green,Oled,"5,8",No,,"14,4","7,14","0,81 cm","0,188"
82,2020-08-07 08:05:40.790326,2020-08-07,1,MediaWorld,Android,WIKO,Y80,99.99,99.99,2 GB,16 GB,Dual SIM,Sì,Sì,Gold,Standard,"5,99",No,4000 mAh,16,"7,65","0,855 cm","0,185"
83,2020-08-07 08:06:07.954684,2020-08-07,1,MediaWorld,Android,OPPO,Find X2 Neo,604.00,699.00,12 GB,256 GB,Mono SIM,Sì,Sì,Black,AMOLED,"6,5",No,4025 mAh,"15,94","7,24","0,7 cm","0,171"
84,2020-08-07 08:06:33.412263,2020-08-07,1,MediaWorld,Android,OPPO,A5 2020,139.30,199.00,3 GB,64 GB,Dual SIM,Sì,Sì,White,LCD,"6,5",No,5000 mAh,"16,36","7,56","0,91 cm","0,195"
85,2020-08-07 08:07:02.378878,2020-08-07,1,MediaWorld,Android,HUAWEI,Mate Xs Blue,2184.00,2599.00,8 GB,512 GB,Dual SIM,Sì,Sì,Blue,Oled,8,No,4500 mAh,"16,13","14,62","1,1 cm","0,3"
86,2020-08-07 08:07:24.921827,2020-08-07,1,MediaWorld,Android,OPPO,Find X2 Pro,1150.00,1199.00,12 GB,512 GB,Mono SIM,Sì,Sì,Black,Oled,"6,7",No,4260 mAh,"16,52","7,44","0,88 cm","0,207"
87,2020-08-07 08:07:48.272850,2020-08-07,1,MediaWorld,Android,OPPO,A91,277.99,329.00,8 GB,128 GB,Dual SIM,Sì,Sì,Black,AMOLED,"6,4",No,4025 mAh,"16,02","7,33","0,79 cm","0,172"
88,2020-08-07 08:08:15.638024,2020-08-07,1,MediaWorld,Android,HUAWEI,P30,439.00,649.00,6 GB,128 GB,Dual SIM,Sì,N.d,Breathing Crystal,Oled,"6,1",No,3650 mAh,"14,91","7,13","0,76 cm","0,165"
89,2020-08-07 08:08:41.218214,2020-08-07,1,MediaWorld,Android,SAMSUNG,Galaxy S10 Lite,469.00,679.00,8 GB,128 GB,Dual SIM,Sì,N.d,Blue,Super AMOLED,"6,7",No,4500 mAh,"16,25","7,56","8,1 cm","0,186"
90,2020-08-07 08:09:05.805282,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone 11 256GB,1002.00,1009.00,,256 GB,Mono SIM,Sì,Sì,Purple,Retina,"6,1",No,,"15,09","7,57","0,83 cm","0,194"
91,2020-08-07 08:09:26.653139,2020-08-07,1,MediaWorld,Android,WIKO,VIEW 4 LITE,119.99,129.99,2 GB,32 GB,Dual SIM,Sì,Sì,Blue,Standard,"6,52",No,4000 mAh,"16,7","7,68","0,845 cm","0,174"
92,2020-08-07 08:09:52.485773,2020-08-07,1,MediaWorld,Android,MOTOROLA,edge+,1044.00,1199.00,12 GB,256 GB,Mono SIM,Sì,Sì,Grey,Oled,"6,7",No,5000 mAh,"16,1","7,14","0,96 cm","0,203"
93,2020-08-07 08:10:19.725691,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone 11 Pro Max 512GB,1689.00,1689.00,,512 GB,Mono SIM,Sì,Sì,Silver,Oled,"6,5",No,,"15,8","7,78","0,81 cm","0,226"
94,2020-08-07 08:10:39.929285,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone 11 256GB,1009.00,1009.00,,256 GB,Mono SIM,Sì,Sì,White,Retina,"6,1",No,,"15,09","7,57","0,83 cm","0,194"
95,2020-08-07 08:11:06.403772,2020-08-07,1,MediaWorld,Android,BRONDI,AMICO SMARTPHONE,68.99,89.99,"0,512 GB",4 GB,Dual SIM,Sì,Sì,Black,LCD,5,N.d,,"15,1","6,9","1,07 cm","0,15"
96,2020-08-07 08:11:33.090602,2020-08-07,1,MediaWorld,Android,HUAWEI,P30 Pro,569.00,799.00,8 GB,128 GB,Dual SIM,Sì,N.d,Breathing Crystal,Oled,"6,47",No,4200 mAh,"15,8","7,34","0,84 cm","0,192"
97,2020-08-07 08:11:57.408617,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone SE 256GB,669.00,669.00,,256 GB,Mono SIM,Sì,Sì,Red,Retina,"4,7",No,,"6,73","13,84","0,73 cm","0,148"
98,2020-08-07 08:12:20.967738,2020-08-07,1,MediaWorld,Android,HUAWEI,P Smart S Black,199.99,259.99,4 GB,128 GB,Dual SIM,Sì,Sì,Black,Oled,"6,3",No,4000 mAh,"15,74","7,32","0,775 cm","0,163"
99,2020-08-07 08:12:47.422261,2020-08-07,1,MediaWorld,Android,XIAOMI,Redmi Note 8 Pro 6+128,236.99,299.00,6 GB,128 GB,Dual SIM,Sì,N.d,White,LCD,"6,53",No,4500 mAh,"16,13","7,64","0,87 cm",N.D
100,2020-08-07 08:13:15.841464,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone 11 Pro 512GB,1589.00,1589.00,,512 GB,Mono SIM,Sì,Sì,Silver,Oled,"5,8",No,,"14,4","7,14","0,81 cm","0,188"
101,2020-08-07 08:13:41.149036,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone 11 Pro 512GB,1517.00,1589.00,,512 GB,Dual SIM,Sì,Sì,Grey,Oled,"5,8",No,,"14,4","7,14","0,81 cm","0,188"
102,2020-08-07 08:14:01.595234,2020-08-07,1,MediaWorld,Android,HUAWEI,P30 Pro New Edit Silver,849.00,849.00,8 GB,256 GB,Dual SIM,Sì,Sì,Silver,Oled,"6,47",No,4200 mAh,"15,8","7,34","0,841 cm","0,192"
103,2020-08-07 08:14:28.297611,2020-08-07,1,MediaWorld,Android,OPPO,A72,236.99,279.00,4 GB,128 GB,Dual SIM,Sì,Sì,Black,LCD,"6,5",No,5000 mAh,"16,2","7,55","0,89 cm","0,192"
104,2020-08-07 08:14:55.001542,2020-08-07,1,MediaWorld,Android,MOTOROLA,G8,173.99,229.99,4 GB,64 GB,Dual SIM,Sì,Sì,White,LCD,"6,4",No,4000 mAh,"16,1","7,5","0,95 cm","0,188"
105,2020-08-07 08:15:24.044973,2020-08-07,1,MediaWorld,Ios,APPLE,iPhone 11 Pro Max 512GB,1623.00,1689.00,,512 GB,Dual SIM,Sì,Sì,Grey,Oled,"6,5",No,,"15,8","7,78","0,81 cm","0,226"
106,2020-08-07 08:15:48.065133,2020-08-07,1,MediaWorld,Android,HONOR,8A,149.99,149.99,2 GB,32 GB,Dual SIM,Sì,N.d,Black,LCD,"6,4",TIM,3020 mAh,"15,6","7,3","0,8 cm",N.D
107,2020-08-07 08:16:08.149606,2020-08-07,1,MediaWorld,Android,MOTOROLA,razr,1599.00,1599.00,6 GB,128 GB,Mono SIM,Sì,Sì,Black,POLED,"6,2",WindTre,2510 mAh,"17,2","7,2","0,69 cm","0,205"
