,tms_loading,date_loading,id_vendor,vendor,os,brand,model,price,original_price,ram,memory,sim,gps,a_gps,color,display_type,display_size,carrier,battery_capacity,height,width,length,weight
14,2020-08-05 06:43:57.795099,2020-08-05,1,MediaWorld,Android,SAMSUNG,NOTE 10 LITE,379.00,629.00,6 GB,128 GB,Dual SIM,Sì,N.d,Black,Super AMOLED,"6,7",Vodafone,4500 mAh,"16,37","7,61","8,7 cm","0,199"
15,2020-08-05 06:44:21.769811,2020-08-05,1,MediaWorld,Android,SAMSUNG,Galaxy A71,367.20,459.00,6 GB,128 GB,Dual SIM,Sì,Sì,Silver,Super AMOLED,"6,7",No,4500 mAh,"16,36","7,6","0,77 cm","0,179"
16,2020-08-05 06:44:51.477090,2020-08-05,1,MediaWorld,Android,SAMSUNG,Galaxy A71,367.20,459.00,6 GB,128 GB,Dual SIM,Sì,Sì,Blue,Super AMOLED,"6,7",No,4500 mAh,"16,36","7,6","0,77 cm","0,179"
17,2020-08-05 06:45:18.445362,2020-08-05,1,MediaWorld,Android,SAMSUNG,NOTE10 LITE,497.00,629.00,6 GB,128 GB,Dual SIM,Sì,N.d,Black,Super AMOLED,"6,7",No,4500 mAh,"16,37","7,61","8,7 cm","0,199"
18,2020-08-05 06:45:43.603072,2020-08-05,1,MediaWorld,Android,SAMSUNG,Galaxy A20e,137.99,179.99,3 GB,32 GB,Dual SIM,Sì,Sì,White,TFT,"5,8",N.d,3000 mAh,"14,74","6,97","0,84 cm","0,14"
19,2020-08-05 06:46:11.099067,2020-08-05,1,MediaWorld,Ios,APPLE,iPhone 11 Pro Max 256GB,1306.00,1459.00,,256 GB,Mono SIM,Sì,Sì,Green,Oled,"6,5",No,,"15,8","7,78","0,81 cm","0,226"
20,2020-08-05 06:46:37.480126,2020-08-05,1,MediaWorld,Ios,APPLE,iPhone 11 128GB,800.10,889.00,,128 GB,Mono SIM,Sì,Sì,Green,Retina,"6,1",No,,"15,09","7,57","0,83 cm","0,194"
21,2020-08-05 06:46:58.567608,2020-08-05,1,MediaWorld,Ios,APPLE,iPhone 11 Pro Max 256GB,1329.00,1459.00,,256 GB,Mono SIM,Sì,Sì,Grey,Oled,"6,5",No,,"15,8","7,78","0,81 cm","0,226"
22,2020-08-05 06:47:24.640201,2020-08-05,1,MediaWorld,Ios,APPLE,iPhone 11 Pro 64GB Space Gray,1049.00,1199.00,,64 GB,Mono SIM,Sì,Sì,Grey,Oled,"5,8",H3G,,"14,4","7,14","0,81 cm","0,188"
23,2020-08-05 06:47:49.536539,2020-08-05,1,MediaWorld,Android,HONOR,HUAWEI HONOR 8S,112.99,119.99,2 GB,32 GB,Dual SIM,Sì,N.d,Black,LCD,"5,7",No,3000 mAh,"14,7","7,08","0,85 cm","0,146"
24,2020-08-05 06:48:20.942911,2020-08-05,1,MediaWorld,Ios,APPLE,iPhone 11 Pro Max 256GB,1329.00,1459.00,,256 GB,Mono SIM,Sì,Sì,Silver,Oled,"6,5",No,,"15,8","7,78","0,81 cm","0,226"
25,2020-08-05 06:48:48.121589,2020-08-05,1,MediaWorld,Ios,APPLE,iPhone 11 Pro 256GB,1155.15,1359.00,,256 GB,Mono SIM,Sì,Sì,Silver,Oled,"5,8",No,,"14,4","7,14","0,81 cm","0,188"
26,2020-08-05 06:49:12.444216,2020-08-05,1,MediaWorld,Android,SAMSUNG,Galaxy A30s,203.99,259.99,4 GB,128 GB,Dual SIM,Sì,Sì,White,Super AMOLED,"6,4",N.d,4000 mAh,"15,85","7,47","0,78 cm","0,169"
27,2020-08-05 06:49:43.550859,2020-08-05,1,MediaWorld,Android,XIAOMI,Redmi Note 8 Pro 6+128,239.99,299.00,6 GB,128 GB,Dual SIM,Sì,N.d,Blue,N.d,"6,53",No,4500 mAh,"16,13","7,64","0,87 cm",N.D
28,2020-08-05 06:50:08.708501,2020-08-05,1,MediaWorld,Android,SAMSUNG,Galaxy S20 Ultra 5G,1379.00,1379.00,12 GB,128 GB,Mono SIM,Sì,Sì,White,Dynamic AMOLED,"6,9",No,5000 mAh,"166,9","7,6","0,88 cm","0,22"
29,2020-08-05 06:50:37.051806,2020-08-05,1,MediaWorld,Ios,APPLE,iPhone SE 128GB,549.00,549.00,,128 GB,Mono SIM,Sì,Sì,Red,Retina,"4,7",No,,"6,73","13,84","0,73 cm","0,148"
30,2020-08-05 06:51:04.964413,2020-08-05,1,MediaWorld,Ios,APPLE,iPhone SE 128GB,549.00,549.00,,128 GB,Mono SIM,Sì,Sì,White,Retina,"4,7",No,,"6,73","13,84","0,73 cm","0,148"
31,2020-08-05 06:51:31.916612,2020-08-05,1,MediaWorld,Android,XIAOMI,XIAOMI REDMI 7A,84.99,119.99,2 GB,16 GB,Dual SIM,Sì,Sì,Blue,LCD,"5,45",TIM,4000 mAh,"14,3",7,"0,96 cm","0,165"
32,2020-08-05 06:51:58.693530,2020-08-05,1,MediaWorld,Android,SAMSUNG,Galaxy A20e,134.99,179.99,3 GB,32 GB,Dual SIM,Sì,Sì,Coral,TFT,"5,8",N.d,3000 mAh,"14,74","6,97","0,84 cm","0,14"
33,2020-08-05 06:52:27.288921,2020-08-05,1,MediaWorld,Android,SAMSUNG,Galaxy A41,239.99,299.99,4 GB,64 GB,Dual SIM,Sì,Sì,Black,Super AMOLED,"6,1",No,3500 mAh,"14,99","6,98","0,79 cm","0,152"
34,2020-08-05 06:52:55.116107,2020-08-05,1,MediaWorld,Android,SAMSUNG,Galaxy A10,139.99,139.99,2 GB,32 GB,Dual SIM,N.d,N.d,Blue,TFT,"6,2",N.d,3400 mAh,"15,56","7,56","0,81 cm","0,168"
35,2020-08-05 06:53:25.626891,2020-08-05,1,MediaWorld,Android,SAMSUNG,Galaxy Note10 Lite,469.00,629.00,6 GB,128 GB,Dual SIM,Sì,N.d,Aura Black,Super AMOLED,"6,7",No,4500 mAh,"16,37","7,61","8,7 cm","0,199"
36,2020-08-05 06:53:56.064211,2020-08-05,1,MediaWorld,Android,HUAWEI,P SMART Z,155.40,259.00,4 GB,64 GB,Dual SIM,Sì,Sì,Black,LCD,"6,59",No,4000 mAh,"16,34","7,72","0,88 cm","0,197"
37,2020-08-05 06:54:21.741439,2020-08-05,1,MediaWorld,Ios,APPLE,iPhone 11 Pro 256GB,1155.15,1359.00,,256 GB,Dual SIM,Sì,Sì,Gold,Oled,"5,8",No,,"14,4","7,14","0,81 cm","0,188"
38,2020-08-05 06:54:47.057273,2020-08-05,1,MediaWorld,Android,SAMSUNG,Galaxy A21s,174.99,209.99,3 GB,32 GB,Dual SIM,Sì,Sì,White,TFT,"6,5",No,5000 mAh,"16,37","7,53","0,89 cm","0,192"
39,2020-08-05 06:55:14.371921,2020-08-05,1,MediaWorld,Ios,APPLE,iPhone 11 128GB,800.10,889.00,,128 GB,Mono SIM,Sì,Sì,Red,Retina,"6,1",No,,"15,09","7,57","0,83 cm","0,194"
40,2020-08-05 06:55:40.405911,2020-08-05,1,MediaWorld,Android,XIAOMI,Redmi Note 9 Pro 6+128,267.99,299.00,6 GB,128 GB,Dual SIM,Sì,Sì,Green,N.d,"6,67",No,5020 mAh,"16,57","7,66","0,88 cm","0,209"
41,2020-08-05 06:56:09.931407,2020-08-05,1,MediaWorld,Ios,APPLE,iPhone 11 128GB,800.10,889.00,,128 GB,Mono SIM,Sì,Sì,Purple,Retina,"6,1",No,,"15,09","7,57","0,83 cm","0,194"
42,2020-08-05 06:56:30.886956,2020-08-05,1,MediaWorld,Android,SAMSUNG,Galaxy A50,329.00,329.00,4 GB,128 GB,Dual SIM,Sì,Sì,Black,Super AMOLED,"6,4",Vodafone,4000 mAh,"15,85","7,47","0,77 cm","0,168"
43,2020-08-05 06:56:54.300917,2020-08-05,1,MediaWorld,Ios,APPLE,iPhone 11 64GB,779.00,839.00,,64 GB,Mono SIM,Sì,Sì,Yellow,Retina,"6,1",No,,"15,09","7,57","0,83 cm","0,194"
44,2020-08-05 06:57:19.113420,2020-08-05,1,MediaWorld,Ios,APPLE,iPhone 11 Pro Max 64GB,1095.65,1289.00,,64 GB,Dual SIM,Sì,Sì,Gold,Oled,"6,5",No,,"15,8","7,78","0,81 cm","0,226"
45,2020-08-05 06:57:39.929351,2020-08-05,1,MediaWorld,Android,HUAWEI,P SMART Z,155.40,259.00,4 GB,64 GB,Dual SIM,Sì,Sì,Blue,LCD,"6,59",No,4000 mAh,"16,34","7,72","0,88 cm","0,197"
46,2020-08-05 06:58:06.878671,2020-08-05,1,MediaWorld,Android,SAMSUNG,Galaxy Note 10+,1129.00,1129.00,12 GB,256 GB,Dual SIM,N.d,Sì,Aura Black,Dynamic AMOLED,"6,8",No,4300 mAh,"16,23","7,72","0,79 cm","0,196"
47,2020-08-05 06:58:38.667465,2020-08-05,1,MediaWorld,Android,WIKO,Y50,55.99,69.99,1 GB,16 GB,Dual SIM,Sì,Sì,Grey,N.d,5,No,2200 mAh,"14,6","7,35","0,87 cm","0,16"
48,2020-08-05 06:59:08.279388,2020-08-05,1,MediaWorld,Ios,APPLE,iPhone 11 128GB,800.10,889.00,,128 GB,Mono SIM,Sì,Sì,Yellow,Retina,"6,1",No,,"15,09","7,57","0,83 cm","0,194"
49,2020-08-05 06:59:33.034900,2020-08-05,1,MediaWorld,Android,SAMSUNG,Galaxy A21s,171.99,209.99,3 GB,32 GB,Dual SIM,Sì,Sì,Blue,TFT,"6,5",No,5000 mAh,"16,37","7,53","0,89 cm","0,192"
50,2020-08-05 06:59:57.460044,2020-08-05,1,MediaWorld,Android,SAMSUNG,Galaxy A41,239.99,299.99,4 GB,64 GB,Dual SIM,Sì,Sì,Blue,Super AMOLED,"6,1",No,3500 mAh,"14,99","6,98","0,79 cm","0,152"
51,2020-08-05 07:00:22.804733,2020-08-05,1,MediaWorld,Android,MOTOROLA,E6s,90.30,129.00,2 GB,32 GB,Dual SIM,Sì,Sì,Blue,LCD,"6,1",No,3000 mAh,"15,5","7,3","0,85 cm","0,16"
52,2020-08-05 07:00:47.469330,2020-08-05,1,MediaWorld,Android,SAMSUNG,Galaxy S10+,699.00,879.00,8 GB,128 GB,Dual SIM,Sì,Sì,Ceramic White,Dynamic AMOLED,"6,4",No,4100 mAh,"15,76","7,41","0,78 cm","0,175"
53,2020-08-05 07:01:13.397141,2020-08-05,1,MediaWorld,Android,HUAWEI,Y6 2019,119.99,129.99,2 GB,32 GB,Dual SIM,Sì,Sì,Black,LCD,"6,09",N.d,3020 mAh,"15,62","7,35","0,8 cm","0,15"
54,2020-08-05 07:01:35.625470,2020-08-05,1,MediaWorld,Ios,APPLE,iPhone 11 Pro Max,1095.65,1289.00,,64 GB,Dual SIM,Sì,Sì,Green,Oled,"6,5",TIM,,"15,8","7,78","0,81 cm","0,226"
55,2020-08-05 07:02:04.601817,2020-08-05,1,MediaWorld,Android,HUAWEI,p smart 2019,149.25,199.00,3 GB,64 GB,Dual SIM,Sì,Sì,Black,LCD,"6,21",N.d,3400 mAh,"15,52","7,34","0,79 cm","0,16"
56,2020-08-05 07:02:30.384555,2020-08-05,1,MediaWorld,Ios,APPLE,iPhone XR 128GB,729.00,789.00,3 GB,128 GB,Mono SIM,Sì,Sì,White,LCD,"6,1",N.d,2942 mAh,"15,09","7,57","0,83 cm","0,194"
57,2020-08-05 07:02:52.786041,2020-08-05,1,MediaWorld,Android,OPPO,A9 2020,189.99,229.00,4 GB,128 GB,Dual SIM,Sì,Sì,Purple,LCD,"6,5",No,5000 mAh,"16,36","7,56","0,91 cm","0,195"
58,2020-08-05 07:03:19.398059,2020-08-05,1,MediaWorld,Ios,APPLE,iPhone XR 64GB,628.15,739.00,3 GB,64 GB,Mono SIM,Sì,Sì,Yellow,LCD,"6,1",N.d,2942 mAh,"15,09","7,57","0,83 cm","0,194"
59,2020-08-05 07:03:47.780919,2020-08-05,1,MediaWorld,Android,SAMSUNG,Galaxy A10,139.99,139.99,2 GB,32 GB,Dual SIM,N.d,N.d,Red,TFT,"6,2",N.d,3400 mAh,"15,56","7,56","0,81 cm","0,168"
60,2020-08-05 07:04:17.234247,2020-08-05,1,MediaWorld,Android,MOTOROLA,edge,599.00,699.00,6 GB,128 GB,Dual SIM,Sì,Sì,Black,Oled,"6,7",No,4500 mAh,"16,1","7,11","0,93 cm","0,188"
61,2020-08-05 07:04:39.218523,2020-08-05,1,MediaWorld,Android,SAMSUNG,GALAXY Z FLIP,1499.00,1499.00,8 GB,256 GB,Mono SIM,Sì,Sì,Black,Dynamic AMOLED,"6,7",No,3300 mAh,"16,73","7,36","0,69 cm","0,183"
62,2020-08-05 07:05:05.921151,2020-08-05,1,MediaWorld,Ios,APPLE,iPhone 11 Pro 64GB Silver,1189.00,1199.00,,64 GB,Dual SIM,Sì,Sì,Silver,Oled,"5,8",H3G,,"14,4","7,14","0,81 cm","0,188"
63,2020-08-05 07:05:29.715087,2020-08-05,1,MediaWorld,Android,OPPO,A5 2020,139.30,199.00,3 GB,64 GB,Dual SIM,Sì,Sì,Black,LCD,"6,5",No,5000 mAh,"16,36","7,56","0,91 cm","0,195"
64,2020-08-05 07:05:51.746339,2020-08-05,1,MediaWorld,Android,HUAWEI,P40 Lite 5G Green,329.00,399.00,6 GB,128 GB,Dual SIM,Sì,Sì,Green,N.d,"6,5",No,4000 mAh,"16,23","7,5","0,858 cm","0,189"
65,2020-08-05 07:06:20.946088,2020-08-05,1,MediaWorld,Ios,APPLE,iPhone 11 Pro Max,1095.65,1289.00,,64 GB,Dual SIM,Sì,Sì,Silver,Oled,"6,5",TIM,,"15,8","7,78","0,81 cm","0,226"
66,2020-08-05 07:06:42.487774,2020-08-05,1,MediaWorld,Android,SAMSUNG,Galaxy Note 10+,1129.00,1129.00,12 GB,256 GB,Dual SIM,N.d,Sì,Aura Glow,Dynamic AMOLED,"6,8",No,4300 mAh,"16,23","7,72","0,79 cm","0,196"
67,2020-08-05 07:07:08.743431,2020-08-05,1,MediaWorld,Android,HONOR,8A,149.99,149.99,2 GB,32 GB,Dual SIM,Sì,N.d,Gold,LCD,"6,4",TIM,3020 mAh,"15,6","7,3","0,8 cm",N.D
68,2020-08-05 07:07:32.793257,2020-08-05,1,MediaWorld,Android,HUAWEI,P30 LITE,194.35,299.00,4 GB,128 GB,Dual SIM,Sì,Sì,Black,LCD,"6,15",N.d,3340 mAh,"15,29","7,27","0,74 cm","0,159"
69,2020-08-05 07:08:00.217300,2020-08-05,1,MediaWorld,Android,MOTOROLA,razr,1599.00,1599.00,6 GB,128 GB,Mono SIM,Sì,Sì,Black,POLED,"6,2",No,2510 mAh,"17,2","7,2","0,69 cm","0,205"
70,2020-08-05 07:08:23.318089,2020-08-05,1,MediaWorld,Android,OPPO,A91,279.99,329.00,8 GB,128 GB,Dual SIM,Sì,Sì,Blue,AMOLED,"6,4",No,4025 mAh,"16,02","7,33","0,79 cm","0,172"
71,2020-08-05 07:08:50.483216,2020-08-05,1,MediaWorld,Android,MOTOROLA,G8 power lite,171.99,189.99,4 GB,64 GB,Dual SIM,Sì,Sì,Blue,LCD,"6,5",No,5000 mAh,"16,49","7,57","0,92 cm","0,2"
72,2020-08-05 07:09:19.561805,2020-08-05,1,MediaWorld,Ios,APPLE,iPhone 11 Pro Max 64GB,1095.65,1289.00,,64 GB,Mono SIM,Sì,Sì,Grey,Oled,"6,5",WindTre,,"15,8","7,78","0,81 cm","0,226"
73,2020-08-05 07:09:46.496273,2020-08-05,1,MediaWorld,Android,HUAWEI,Y6s,129.99,149.99,3 GB,32 GB,Dual SIM,Sì,Sì,Black,LCD,"6,09",No,3020 mAh,"15,62","7,35","0,8 cm","0,15"
74,2020-08-05 07:10:13.789044,2020-08-05,1,MediaWorld,Ios,APPLE,iPhone 11 256GB,1009.00,1009.00,,256 GB,Mono SIM,Sì,Sì,Black,Retina,"6,1",No,,"15,09","7,57","0,83 cm","0,194"
75,2020-08-05 07:10:35.015548,2020-08-05,1,MediaWorld,Android,SAMSUNG,Galaxy S10+,699.00,879.00,8 GB,128 GB,Dual SIM,Sì,Sì,Ceramic Black,Dynamic AMOLED,"6,4",No,4100 mAh,"15,76","7,41","0,78 cm","0,175"
76,2020-08-05 07:10:59.996927,2020-08-05,1,MediaWorld,Android,LG,K50S,199.99,199.99,3 GB,32 GB,Dual SIM,Sì,Sì,Black,LCD,"6,5",No,4000 mAh,"16,58","7,75","0,82 cm","0,194"
77,2020-08-05 07:11:25.687857,2020-08-05,1,MediaWorld,Android,WIKO,VIEW 4,130.99,159.99,3 GB,64 GB,Dual SIM,Sì,Sì,Blue,Standard,"6,52",No,5000 mAh,"16,57","7,58","0,885 cm","0,18"
78,2020-08-05 07:11:50.347171,2020-08-05,1,MediaWorld,Android,OPPO,Find X2 Neo,662.00,699.00,12 GB,256 GB,Mono SIM,Sì,Sì,Blue,AMOLED,"6,5",No,4025 mAh,"15,94","7,24","0,7 cm","0,171"
79,2020-08-05 07:12:18.547657,2020-08-05,1,MediaWorld,Ios,APPLE,iPhone XR 128GB,729.00,789.00,3 GB,128 GB,Mono SIM,Sì,Sì,Red,LCD,"6,1",N.d,2942 mAh,"15,09","7,57","0,83 cm","0,194"
80,2020-08-05 07:12:44.030182,2020-08-05,1,MediaWorld,Android,WIKO,Y80,89.99,99.99,2 GB,16 GB,Dual SIM,Sì,Sì,Gold,Standard,"5,99",No,4000 mAh,16,"7,65","0,855 cm","0,185"
81,2020-08-05 07:13:11.524575,2020-08-05,1,MediaWorld,Android,HUAWEI,Y6s,139.99,149.99,3 GB,32 GB,Dual SIM,Sì,Sì,Blue,LCD,"6,09",No,3020 mAh,"15,62","7,35","0,8 cm","0,15"
82,2020-08-05 07:13:34.985421,2020-08-05,1,MediaWorld,Android,OPPO,A5 2020,139.30,199.00,3 GB,64 GB,Dual SIM,Sì,Sì,White,LCD,"6,5",No,5000 mAh,"16,36","7,56","0,91 cm","0,195"
83,2020-08-05 07:13:59.737552,2020-08-05,1,MediaWorld,Android,HUAWEI,Mate Xs Blue,2299.00,2599.00,8 GB,512 GB,Dual SIM,Sì,Sì,Blue,Oled,8,No,4500 mAh,"16,13","14,62","1,1 cm","0,3"
84,2020-08-05 07:14:28.641473,2020-08-05,1,MediaWorld,Android,OPPO,A91,279.99,329.00,8 GB,128 GB,Dual SIM,Sì,Sì,Black,AMOLED,"6,4",No,4025 mAh,"16,02","7,33","0,79 cm","0,172"
85,2020-08-05 07:14:52.105480,2020-08-05,1,MediaWorld,Ios,APPLE,iPhone 11 Pro 512GB,1452.00,1589.00,,512 GB,Dual SIM,Sì,Sì,Green,Oled,"5,8",No,,"14,4","7,14","0,81 cm","0,188"
86,2020-08-05 07:15:15.991523,2020-08-05,1,MediaWorld,Android,OPPO,Find X2 Neo,636.00,699.00,12 GB,256 GB,Mono SIM,Sì,Sì,Black,AMOLED,"6,5",No,4025 mAh,"15,94","7,24","0,7 cm","0,171"
87,2020-08-05 07:15:40.973862,2020-08-05,1,MediaWorld,Ios,APPLE,iPhone 11 256GB,1002.00,1009.00,,256 GB,Mono SIM,Sì,Sì,Purple,Retina,"6,1",No,,"15,09","7,57","0,83 cm","0,194"
88,2020-08-05 07:16:05.921696,2020-08-05,1,MediaWorld,Ios,APPLE,iPhone 11 256GB,1001.00,1009.00,,256 GB,Mono SIM,Sì,Sì,White,Retina,"6,1",No,,"15,09","7,57","0,83 cm","0,194"
89,2020-08-05 07:16:27.249374,2020-08-05,1,MediaWorld,Android,OPPO,Find X2 Pro,1106.00,1199.00,12 GB,512 GB,Mono SIM,Sì,Sì,Black,Oled,"6,7",No,4260 mAh,"16,52","7,44","0,88 cm","0,207"
90,2020-08-05 07:16:48.413966,2020-08-05,1,MediaWorld,Ios,APPLE,iPhone 11 Pro Max 512GB,1689.00,1689.00,,512 GB,Mono SIM,Sì,Sì,Gold,Oled,"6,5",No,,"15,8","7,78","0,81 cm","0,226"
91,2020-08-05 07:17:15.390971,2020-08-05,1,MediaWorld,Android,WIKO,VIEW 4 LITE,119.99,129.99,2 GB,32 GB,Dual SIM,Sì,Sì,Blue,Standard,"6,52",No,4000 mAh,"16,7","7,68","0,845 cm","0,174"
92,2020-08-05 07:17:44.150131,2020-08-05,1,MediaWorld,Android,MOTOROLA,edge+,1041.00,1199.00,12 GB,256 GB,Mono SIM,Sì,Sì,Grey,Oled,"6,7",No,5000 mAh,"16,1","7,14","0,96 cm","0,203"
93,2020-08-05 07:18:12.816742,2020-08-05,1,MediaWorld,Ios,APPLE,iPhone 11 Pro Max 512GB,1689.00,1689.00,,512 GB,Mono SIM,Sì,Sì,Silver,Oled,"6,5",No,,"15,8","7,78","0,81 cm","0,226"
94,2020-08-05 07:18:33.836409,2020-08-05,1,MediaWorld,Ios,APPLE,iPhone 11 Pro,1049.00,1199.00,,64 GB,Dual SIM,Sì,Sì,Green,Oled,"5,8",TIM,,"14,4","7,14","0,81 cm","0,188"
95,2020-08-05 07:18:59.802725,2020-08-05,1,MediaWorld,Android,HUAWEI,P Smart S Black,199.99,259.99,4 GB,128 GB,Dual SIM,Sì,Sì,Black,Oled,"6,3",No,4000 mAh,"15,74","7,32","0,775 cm","0,163"
96,2020-08-05 07:19:28.964274,2020-08-05,1,MediaWorld,Ios,APPLE,iPhone SE 256GB,669.00,669.00,,256 GB,Mono SIM,Sì,Sì,Red,Retina,"4,7",No,,"6,73","13,84","0,73 cm","0,148"
97,2020-08-05 07:19:50.850996,2020-08-05,1,MediaWorld,Ios,APPLE,iPhone 11 Pro 512GB,1517.00,1589.00,,512 GB,Dual SIM,Sì,Sì,Grey,Oled,"5,8",No,,"14,4","7,14","0,81 cm","0,188"
98,2020-08-05 07:20:19.794091,2020-08-05,1,MediaWorld,Android,XIAOMI,Redmi Note 8 Pro 6+128,239.99,299.00,6 GB,128 GB,Dual SIM,Sì,N.d,White,LCD,"6,53",No,4500 mAh,"16,13","7,64","0,87 cm",N.D
99,2020-08-05 07:20:44.306175,2020-08-05,1,MediaWorld,Ios,APPLE,iPhone 11 Pro 512GB,1589.00,1589.00,,512 GB,Mono SIM,Sì,Sì,Silver,Oled,"5,8",No,,"14,4","7,14","0,81 cm","0,188"
100,2020-08-05 07:21:05.413098,2020-08-05,1,MediaWorld,Android,HUAWEI,P30 Pro New Edit Silver,849.00,849.00,8 GB,256 GB,Dual SIM,Sì,Sì,Silver,Oled,"6,47",No,4200 mAh,"15,8","7,34","0,841 cm","0,192"
101,2020-08-05 07:21:30.748419,2020-08-05,1,MediaWorld,Android,OPPO,A72,249.99,279.00,4 GB,128 GB,Dual SIM,Sì,Sì,Black,LCD,"6,5",No,5000 mAh,"16,2","7,55","0,89 cm","0,192"
102,2020-08-05 07:21:53.223015,2020-08-05,1,MediaWorld,Android,OPPO,A72,249.99,279.00,4 GB,128 GB,Dual SIM,Sì,Sì,Purple,LCD,"6,5",No,5000 mAh,"16,2","7,55","0,89 cm","0,192"
103,2020-08-05 07:22:21.851584,2020-08-05,1,MediaWorld,Android,MOTOROLA,G8,173.99,229.99,4 GB,64 GB,Dual SIM,Sì,Sì,White,LCD,"6,4",No,4000 mAh,"16,1","7,5","0,95 cm","0,188"
104,2020-08-05 07:22:48.713978,2020-08-05,1,MediaWorld,Android,HONOR,8A,149.99,149.99,2 GB,32 GB,Dual SIM,Sì,N.d,Black,LCD,"6,4",TIM,3020 mAh,"15,6","7,3","0,8 cm",N.D
105,2020-08-05 07:23:17.620594,2020-08-05,1,MediaWorld,Android,MOTOROLA,razr,1599.00,1599.00,6 GB,128 GB,Mono SIM,Sì,Sì,Black,POLED,"6,2",WindTre,2510 mAh,"17,2","7,2","0,69 cm","0,205"
106,2020-08-05 07:23:46.086590,2020-08-05,1,MediaWorld,Android,MOTOROLA,G8,173.99,229.99,4 GB,64 GB,Dual SIM,Sì,Sì,Blue,LCD,"6,4",No,4000 mAh,"16,1","7,5","0,95 cm","0,188"
107,2020-08-05 07:24:13.620076,2020-08-05,1,MediaWorld,Android,HUAWEI,mate 20 lite,349.00,349.00,4 GB,64 GB,Dual SIM,Sì,Sì,Black,LCD,"6,3",N.d,3750 mAh,"15,83","7,53","0,76 cm","0,172"
