,tms_loading,date_loading,id_vendor,vendor,os,brand,model,price,original_price,ram,memory,sim,gps,a_gps,color,display_type,display_size,carrier,battery_capacity,height,width,length,weight
27,2020-08-05 16:32:38.288666,2020-08-05,2,Unieuro,iOS  ,APPLE,iPhone 11 Pro Max 256,€1329.00,€1459.00,,256   GB,Doppia SIM  ,Sì  ,Sì  ,Verde  ,OLED  ,"6.5   """,No,,158   mm,77.8   mm,8.1   mm,226   g
28,2020-08-05 16:33:24.161822,2020-08-05,2,Unieuro,iOS  ,APPLE,iPhone 11 Pro 64,€1042.00,€1189.00,,64   GB,Doppia SIM  ,Sì  ,Sì  ,Verde  ,OLED  ,"5.8   """,No,,144   mm,71.4   mm,8.1   mm,188   g
29,2020-08-05 16:34:15.263959,2020-08-05,2,Unieuro,iOS  ,APPLE,iPhone 11 Pro Max 64,€1099.00,€1289.00,,64   GB,Doppia SIM  ,Sì  ,Sì  ,Verde  ,OLED  ,"6.5   """,No,,158   mm,77.8   mm,8.1   mm,226   g
30,2020-08-05 16:35:00.518216,2020-08-05,2,Unieuro,iOS  ,APPLE,iPhone 11 Pro 64,€1049.00,€1189.00,,64   GB,Doppia SIM  ,Sì  ,Sì  ,Argento  ,OLED  ,"5.8   """,No,,144   mm,71.4   mm,8.1   mm,188   g
31,2020-08-05 16:35:50.669613,2020-08-05,2,Unieuro,iOS  ,APPLE,iPhone 11 64,€779.00,€839.00,,64   GB,Doppia SIM  ,Sì  ,Sì  ,Rosso  ,LCD  ,"6.1   """,No,,150.9   mm,75.7   mm,8.3   mm,194   g
32,2020-08-05 16:36:39.332497,2020-08-05,2,Unieuro,iOS  ,APPLE,iPhone 11 Pro 64,€1044.00,€1189.00,,64   GB,Doppia SIM  ,Sì  ,Sì  ,Oro  ,OLED  ,"5.8   """,No,,144   mm,71.4   mm,8.1   mm,188   g
33,2020-08-05 16:37:31.228184,2020-08-05,2,Unieuro,iOS  ,APPLE,iPhone XR 64GB Nero,€669.00,€739.00,,64   GB,Doppia SIM  ,Sì  ,Sì  ,Nero  ,LCD  ,"6.1   """,No,,150.9   mm,75.7   mm,8.3   mm,194   g
34,2020-08-05 16:38:21.641571,2020-08-05,2,Unieuro,iOS  ,APPLE,iPhone 11 Pro Max 64,€1099.00,€1289.00,,64   GB,Doppia SIM  ,Sì  ,Sì  ,Argento  ,OLED  ,"6.5   """,No,,158   mm,77.8   mm,8.1   mm,226   g
35,2020-08-05 16:39:08.895924,2020-08-05,2,Unieuro,iOS  ,APPLE,iPhone XR 64GB Bianco,€669.00,€739.00,,64   GB,Doppia SIM  ,Sì  ,Sì  ,Bianco  ,LCD  ,"6.1   """,No,,150.9   mm,75.7   mm,8.3   mm,194   g
36,2020-08-05 16:39:57.751570,2020-08-05,2,Unieuro,iOS  ,APPLE,iPhone 11 64,€779.00,€839.00,,64   GB,Doppia SIM  ,Sì  ,Sì  ,Verde  ,LCD  ,"6.1   """,No,,150.9   mm,75.7   mm,8.3   mm,194   g
37,2020-08-05 16:40:40.401479,2020-08-05,2,Unieuro,iOS  ,APPLE,iPhone 11 Pro 256,€1199.00,€1359.00,,256   GB,Doppia SIM  ,Sì  ,Sì  ,Oro  ,OLED  ,"5.8   """,No,,144   mm,71.4   mm,8.1   mm,188   g
